incident_type,severity,affected_residents,timestamp,actual_outage_hrs,actual_cost
power_outage,medium,165,2025-07-30 05:20:11.036966,6.56,3153.26
abnormal_infrastructure,high,303,2025-07-30 05:38:32.036966,24.65,15132.45
power_overload,critical,1960,2025-07-30 06:22:38.036966,90.62,152527.74
power_outage,critical,2931,2025-07-30 07:25:57.036966,45.84,82903.69
power_overload,critical,436,2025-07-30 08:26:08.036966,60.22,101440.5
water_shortage,medium,106,2025-07-30 09:03:20.036966,3.35,1405.25
water_pressure_drop,low,21,2025-07-30 09:22:54.036966,0.8,381.36
tank_overflow,critical,1630,2025-07-30 09:40:42.036966,50.8,73326.38
water_shortage,critical,1957,2025-07-30 11:14:00.036966,17.68,23537.56
power_outage,high,666,2025-07-30 12:29:45.036966,12.82,11709.67
water_pressure_drop,medium,53,2025-07-30 12:46:43.036966,4.21,1539.86
power_outage,medium,67,2025-07-30 13:20:58.036966,6.87,3279.06
abnormal_infrastructure,low,8,2025-07-30 13:37:20.036966,1.23,333.07
power_overload,critical,1460,2025-07-30 13:51:16.036966,28.68,48313.21
water_shortage,low,19,2025-07-30 15:01:22.036966,1.38,443.68
power_overload,critical,964,2025-07-30 16:27:47.036966,59.82,100776.72
water_pressure_drop,high,307,2025-07-30 17:08:35.036966,11.85,6531.42
water_shortage,critical,3340,2025-07-30 17:21:10.036966,22.93,30435.18
water_shortage,medium,87,2025-07-30 17:27:30.036966,3.16,1240.19
tank_overflow,medium,106,2025-07-30 18:53:44.036966,3.38,1536.29
power_outage,high,214,2025-07-30 20:59:39.036966,14.14,12850.17
tank_overflow,low,20,2025-07-30 21:28:15.036966,1.22,385.7
water_shortage,critical,2895,2025-07-30 22:22:27.036966,82.92,109734.16
tank_overflow,high,247,2025-07-30 23:11:00.036966,13.31,9791.48
tank_overflow,critical,1793,2025-07-30 23:14:28.036966,15.32,22282.59
water_shortage,low,30,2025-07-31 00:08:09.036966,1.7,570.71
water_shortage,high,231,2025-07-31 00:31:22.036966,7.7,5264.1
water_pressure_drop,low,30,2025-07-31 00:49:03.036966,1.06,647.67
abnormal_infrastructure,critical,1166,2025-07-31 01:42:28.036966,24.12,29147.35
water_pressure_drop,high,161,2025-07-31 02:11:53.036966,14.22,7829.99
water_pressure_drop,low,17,2025-07-31 02:40:11.036966,1.85,404.55
water_pressure_drop,critical,625,2025-07-31 03:39:17.036966,19.46,21332.89
water_shortage,critical,2199,2025-07-31 04:11:47.036966,72.23,95806.27
water_shortage,medium,82,2025-07-31 04:53:53.036966,4.65,1684.22
water_pressure_drop,high,426,2025-07-31 08:23:25.036966,21.37,11969.24
power_overload,high,489,2025-07-31 08:25:56.036966,9.87,8503.85
water_shortage,critical,921,2025-07-31 08:54:05.036966,52.59,69740.8
abnormal_infrastructure,critical,2401,2025-07-31 09:31:00.036966,39.63,47705.38
water_pressure_drop,medium,84,2025-07-31 10:00:48.036966,4.79,1443.19
power_overload,low,8,2025-07-31 10:04:50.036966,1.83,487.02
tank_overflow,critical,1140,2025-07-31 10:49:55.036966,23.63,34245.79
abnormal_infrastructure,high,427,2025-07-31 10:52:03.036966,6.59,4244.94
water_pressure_drop,critical,1615,2025-07-31 11:06:19.036966,19.78,21485.03
power_outage,high,664,2025-07-31 11:44:06.036966,18.41,16774.19
abnormal_infrastructure,critical,1255,2025-07-31 11:55:53.036966,13.01,15865.98
power_overload,high,279,2025-07-31 12:19:44.036966,12.59,10774.56
power_overload,medium,28,2025-07-31 13:10:13.036966,6.22,2704.67
power_outage,high,658,2025-07-31 13:10:28.036966,19.28,17714.54
abnormal_infrastructure,low,25,2025-07-31 13:16:37.036966,1.39,633.67
power_overload,high,325,2025-07-31 13:18:12.036966,15.3,13153.18
power_overload,low,21,2025-07-31 13:23:30.036966,2.21,716.23
water_shortage,low,37,2025-07-31 15:32:33.036966,2.14,540.64
water_shortage,high,150,2025-07-31 16:55:12.036966,17.82,12007.71
water_shortage,low,21,2025-07-31 16:56:07.036966,1.81,445.24
water_pressure_drop,medium,110,2025-07-31 17:05:06.036966,2.06,624.36
tank_overflow,low,16,2025-07-31 17:05:58.036966,2.35,751.22
tank_overflow,critical,1487,2025-07-31 18:01:47.036966,38.33,55247.71
power_overload,low,15,2025-07-31 18:15:38.036966,2.69,659.07
water_shortage,critical,1746,2025-07-31 18:51:03.036966,36.51,48340.18
water_shortage,medium,117,2025-07-31 19:05:41.036966,3.99,1584.22
abnormal_infrastructure,critical,667,2025-07-31 19:35:15.036966,45.77,55145.22
power_outage,critical,3636,2025-07-31 19:45:53.036966,72.06,130130.7
abnormal_infrastructure,medium,99,2025-07-31 19:48:46.036966,4.36,1622.9
abnormal_infrastructure,medium,69,2025-07-31 20:53:27.036966,3.42,1243.79
power_outage,critical,2541,2025-07-31 21:34:39.036966,35.02,63254.49
water_shortage,critical,808,2025-07-31 22:28:10.036966,27.7,36872.19
abnormal_infrastructure,medium,44,2025-08-01 00:02:03.036966,5.97,2255.64
tank_overflow,medium,37,2025-08-01 00:27:09.036966,5.1,1896.78
water_shortage,low,42,2025-08-01 00:33:43.036966,1.88,397.95
abnormal_infrastructure,medium,85,2025-08-01 00:44:57.036966,3.87,1689.05
water_pressure_drop,high,336,2025-08-01 01:04:44.036966,8.89,5035.16
abnormal_infrastructure,critical,1888,2025-08-01 01:17:38.036966,61.69,74346.29
water_pressure_drop,low,13,2025-08-01 01:20:39.036966,1.58,417.14
water_pressure_drop,low,6,2025-08-01 02:24:53.036966,1.41,314.55
tank_overflow,low,7,2025-08-01 02:27:50.036966,0.97,402.45
tank_overflow,low,18,2025-08-01 02:43:27.036966,0.86,275.85
water_pressure_drop,low,18,2025-08-01 02:44:09.036966,1.25,295.06
abnormal_infrastructure,medium,90,2025-08-01 03:36:28.036966,5.03,1833.54
water_pressure_drop,high,489,2025-08-01 04:02:41.036966,8.17,4608.58
power_overload,low,16,2025-08-01 04:02:49.036966,2.47,602.13
power_outage,critical,2523,2025-08-01 04:27:20.036966,33.28,60366.63
power_overload,critical,1795,2025-08-01 07:19:44.036966,24.97,42230.3
power_overload,medium,83,2025-08-01 08:42:43.036966,3.45,1691.02
tank_overflow,medium,79,2025-08-01 08:52:36.036966,2.97,1148.09
abnormal_infrastructure,high,419,2025-08-01 09:25:25.036966,10.5,6550.27
power_overload,low,30,2025-08-01 12:16:09.036966,3.18,908.48
power_overload,critical,476,2025-08-01 12:16:12.036966,64.36,108340.26
water_pressure_drop,high,421,2025-08-01 14:06:28.036966,47.23,25895.91
power_outage,high,346,2025-08-01 14:26:24.036966,30.54,27627.23
power_overload,high,311,2025-08-01 15:10:53.036966,20.14,17143.76
tank_overflow,critical,1031,2025-08-01 15:14:30.036966,23.47,34074.36
abnormal_infrastructure,medium,81,2025-08-01 18:17:48.036966,2.82,972.25
water_pressure_drop,medium,45,2025-08-01 19:25:49.036966,2.11,810.23
water_pressure_drop,high,210,2025-08-01 19:58:36.036966,4.78,2791.53
water_shortage,medium,64,2025-08-01 20:07:52.036966,18.54,6377.03
abnormal_infrastructure,critical,2374,2025-08-01 20:50:58.036966,41.22,49665.77
water_shortage,low,22,2025-08-01 21:18:41.036966,3.15,611.25
tank_overflow,low,24,2025-08-01 21:51:43.036966,1.67,558.25
water_pressure_drop,critical,1633,2025-08-01 22:50:52.036966,25.63,28059.41
water_pressure_drop,critical,972,2025-08-01 23:10:34.036966,140.75,152104.33
power_outage,medium,43,2025-08-01 23:44:41.036966,14.13,6559.95
tank_overflow,low,30,2025-08-01 23:48:50.036966,1.75,603.89
abnormal_infrastructure,critical,1982,2025-08-02 01:30:04.036966,16.1,19581.8
power_overload,medium,106,2025-08-02 02:18:57.036966,4.84,2222.44
power_outage,critical,828,2025-08-02 02:40:17.036966,155.76,280544.75
water_pressure_drop,high,202,2025-08-02 03:53:14.036966,4.87,2817.51
tank_overflow,low,17,2025-08-02 05:40:19.036966,1.94,605.26
tank_overflow,high,313,2025-08-02 05:43:52.036966,14.02,10164.94
water_pressure_drop,medium,85,2025-08-02 08:04:42.036966,4.25,1379.8
water_pressure_drop,medium,41,2025-08-02 08:48:10.036966,4.48,1377.38
water_shortage,high,507,2025-08-02 09:08:12.036966,16.75,11192.16
tank_overflow,high,170,2025-08-02 13:26:19.036966,13.25,9779.08
abnormal_infrastructure,high,378,2025-08-02 14:17:48.036966,21.22,12863.6
water_shortage,low,43,2025-08-02 15:03:29.036966,1.18,386.56
water_shortage,critical,2796,2025-08-02 15:28:55.036966,151.95,200731.43
water_shortage,critical,3615,2025-08-02 16:15:26.036966,16.43,21813.86
water_pressure_drop,medium,47,2025-08-02 17:41:59.036966,6.61,1933.07
abnormal_infrastructure,medium,118,2025-08-02 18:39:55.036966,3.25,1143.66
power_overload,high,430,2025-08-02 20:52:40.036966,5.25,4563.48
water_pressure_drop,low,30,2025-08-02 20:59:21.036966,1.11,229.7
tank_overflow,medium,27,2025-08-02 22:07:14.036966,3.39,1363.96
power_outage,low,21,2025-08-02 22:12:48.036966,3.56,902.37
power_overload,high,470,2025-08-03 00:11:29.036966,29.51,25105.96
water_pressure_drop,medium,87,2025-08-03 01:08:22.036966,3.34,1019.03
tank_overflow,medium,82,2025-08-03 02:22:38.036966,5.49,2556.6
tank_overflow,low,19,2025-08-03 04:30:48.036966,1.07,407.45
water_pressure_drop,medium,59,2025-08-03 04:42:13.036966,3.31,1012.83
water_pressure_drop,low,20,2025-08-03 05:15:48.036966,1.45,418.2
water_shortage,high,328,2025-08-03 05:20:14.036966,38.36,25551.51
water_pressure_drop,high,143,2025-08-03 05:35:51.036966,4.04,2571.25
abnormal_infrastructure,medium,26,2025-08-03 06:01:59.036966,8.05,2751.42
abnormal_infrastructure,low,14,2025-08-03 06:21:20.036966,1.65,595.12
water_pressure_drop,low,26,2025-08-03 06:36:27.036966,1.74,448.92
power_outage,critical,882,2025-08-03 07:38:14.036966,59.98,108077.28
tank_overflow,critical,758,2025-08-03 09:04:05.036966,24.68,36013.31
power_overload,low,17,2025-08-03 09:28:37.036966,1.83,503.74
tank_overflow,critical,900,2025-08-03 09:34:47.036966,28.95,42017.01
power_outage,high,616,2025-08-03 10:59:14.036966,13.37,12205.88
power_overload,critical,702,2025-08-03 11:16:47.036966,37.97,63957.55
power_outage,high,519,2025-08-03 11:18:12.036966,10.11,9227.77
abnormal_infrastructure,low,14,2025-08-03 11:35:58.036966,1.16,472.53
tank_overflow,medium,102,2025-08-03 11:46:45.036966,4.16,1606.14
power_outage,low,9,2025-08-03 13:01:13.036966,1.43,804.75
tank_overflow,critical,996,2025-08-03 13:23:54.036966,33.25,48221.06
power_overload,low,29,2025-08-03 15:19:21.036966,1.28,430.86
water_shortage,low,22,2025-08-03 15:31:20.036966,1.82,578.87
water_shortage,critical,973,2025-08-03 15:56:36.036966,22.94,30443.36
abnormal_infrastructure,critical,966,2025-08-03 16:32:11.036966,23.55,28467.61
tank_overflow,low,16,2025-08-03 18:04:53.036966,1.23,609.42
water_shortage,high,481,2025-08-03 18:19:41.036966,18.7,12478.63
abnormal_infrastructure,high,213,2025-08-03 18:26:10.036966,4.38,2862.17
water_shortage,medium,73,2025-08-03 19:17:18.036966,4.88,1731.57
power_outage,low,18,2025-08-03 19:26:12.036966,2.29,568.28
abnormal_infrastructure,low,26,2025-08-03 19:34:58.036966,0.81,260.69
power_outage,low,43,2025-08-03 21:02:04.036966,1.82,754.78
abnormal_infrastructure,critical,813,2025-08-03 21:15:50.036966,67.6,81355.25
power_outage,high,630,2025-08-03 21:23:32.036966,21.17,19165.67
water_pressure_drop,critical,967,2025-08-03 21:42:15.036966,24.74,26828.77
tank_overflow,low,23,2025-08-03 21:58:05.036966,1.17,493.87
power_overload,high,237,2025-08-03 22:13:00.036966,14.47,12302.31
water_pressure_drop,critical,1369,2025-08-03 22:15:15.036966,24.02,26246.24
water_pressure_drop,low,6,2025-08-04 00:13:38.036966,0.96,311.56
tank_overflow,medium,31,2025-08-04 00:37:29.036966,3.55,1625.22
power_outage,critical,1881,2025-08-04 01:06:14.036966,56.35,101955.13
power_outage,high,213,2025-08-04 01:12:36.036966,19.5,18154.61
power_overload,critical,2125,2025-08-04 01:57:33.036966,44.56,75027.3
tank_overflow,low,9,2025-08-04 02:02:00.036966,1.19,447.89
water_shortage,low,39,2025-08-04 02:27:41.036966,2.39,588.06
water_shortage,critical,1813,2025-08-04 04:29:20.036966,71.56,94828.9
abnormal_infrastructure,medium,48,2025-08-04 04:35:30.036966,2.43,989.46
water_pressure_drop,critical,720,2025-08-04 04:40:07.036966,17.11,18743.05
power_outage,critical,2776,2025-08-04 07:05:51.036966,174.31,314039.97
tank_overflow,critical,1286,2025-08-04 08:05:08.036966,44.87,64988.09
water_shortage,critical,2712,2025-08-04 10:31:23.036966,31.57,41769.21
abnormal_infrastructure,critical,737,2025-08-04 11:06:08.036966,84.42,101635.83
abnormal_infrastructure,medium,112,2025-08-04 11:17:38.036966,4.64,1502.56
abnormal_infrastructure,high,301,2025-08-04 11:36:00.036966,6.25,3990.86
water_shortage,low,13,2025-08-04 11:48:47.036966,1.88,558.84
water_pressure_drop,high,480,2025-08-04 13:49:31.036966,10.92,6116.84
power_overload,low,6,2025-08-04 14:02:32.036966,2.13,521.04
tank_overflow,critical,1862,2025-08-04 14:12:05.036966,22.28,32265.57
water_pressure_drop,medium,100,2025-08-04 14:29:33.036966,2.2,944.0
water_shortage,high,394,2025-08-04 14:43:41.036966,12.4,8589.75
power_overload,high,315,2025-08-04 15:01:36.036966,23.66,20142.72
abnormal_infrastructure,critical,1811,2025-08-04 15:18:53.036966,45.27,54571.98
power_outage,critical,1069,2025-08-04 19:35:04.036966,34.97,63275.18
water_pressure_drop,high,120,2025-08-04 19:48:06.036966,7.52,4158.33
abnormal_infrastructure,high,165,2025-08-04 19:51:05.036966,11.8,7421.44
water_pressure_drop,critical,2157,2025-08-04 20:18:34.036966,26.89,29249.79
power_outage,high,381,2025-08-04 20:20:30.036966,24.2,22053.1
water_shortage,high,535,2025-08-04 20:33:19.036966,26.09,17362.82
abnormal_infrastructure,low,18,2025-08-04 20:40:10.036966,1.11,319.94
power_outage,low,13,2025-08-04 21:32:05.036966,3.0,780.32
abnormal_infrastructure,low,20,2025-08-04 22:25:00.036966,1.92,411.59
water_pressure_drop,medium,104,2025-08-04 22:41:47.036966,4.39,1451.12
power_overload,low,20,2025-08-05 01:50:49.036966,1.97,498.09
power_overload,low,14,2025-08-05 02:27:45.036966,1.75,520.47
power_outage,low,34,2025-08-05 03:14:18.036966,2.07,654.24
water_shortage,medium,43,2025-08-05 03:28:31.036966,5.17,1858.9
power_outage,high,573,2025-08-05 04:42:18.036966,29.62,26814.25
water_pressure_drop,critical,807,2025-08-05 05:41:43.036966,56.51,61311.37
power_overload,medium,42,2025-08-05 05:49:11.036966,1.71,901.02
water_pressure_drop,low,24,2025-08-05 05:58:23.036966,1.62,687.37
power_outage,low,16,2025-08-05 06:12:22.036966,2.69,928.13
power_outage,low,18,2025-08-05 06:43:19.036966,1.75,662.59
water_shortage,low,12,2025-08-05 06:45:04.036966,1.97,506.4
tank_overflow,critical,1444,2025-08-05 06:54:39.036966,82.02,118254.87
abnormal_infrastructure,medium,100,2025-08-05 07:24:34.036966,4.48,1493.43
water_shortage,high,600,2025-08-05 11:25:14.036966,16.59,11073.22
water_shortage,medium,61,2025-08-05 12:17:07.036966,2.22,1020.29
water_pressure_drop,high,392,2025-08-05 13:19:22.036966,10.25,5718.21
power_outage,high,226,2025-08-05 13:56:33.036966,22.8,20730.39
abnormal_infrastructure,critical,1820,2025-08-05 14:57:12.036966,20.28,24464.63
water_shortage,low,7,2025-08-05 15:31:32.036966,2.8,546.05
water_shortage,high,205,2025-08-05 16:04:07.036966,19.85,13206.07
power_outage,low,21,2025-08-05 16:41:57.036966,2.14,751.35
power_outage,critical,697,2025-08-05 16:55:15.036966,47.54,85798.68
water_pressure_drop,low,5,2025-08-05 17:14:27.036966,1.45,447.05
water_pressure_drop,medium,55,2025-08-05 17:21:01.036966,2.95,1147.02
water_shortage,medium,177,2025-08-05 18:04:34.036966,6.23,2150.23
abnormal_infrastructure,high,408,2025-08-05 18:49:48.036966,7.67,4825.18
power_outage,medium,178,2025-08-05 19:01:51.036966,4.32,2214.31
power_outage,low,9,2025-08-05 20:00:35.036966,1.89,584.33
power_overload,critical,1992,2025-08-05 20:03:04.036966,24.14,40856.65
water_shortage,high,711,2025-08-05 20:36:00.036966,18.37,12404.34
power_outage,medium,139,2025-08-05 22:39:30.036966,6.86,3260.01
power_outage,high,559,2025-08-05 22:45:45.036966,11.28,10496.18
power_outage,high,565,2025-08-05 23:21:18.036966,11.38,10635.88
power_outage,low,34,2025-08-05 23:34:14.036966,1.3,410.73
tank_overflow,critical,2317,2025-08-06 00:43:44.036966,41.08,59279.11
power_outage,critical,3382,2025-08-06 02:00:32.036966,42.42,76400.77
water_shortage,critical,1833,2025-08-06 02:58:05.036966,36.97,48894.72
power_overload,medium,110,2025-08-06 02:59:35.036966,4.33,2129.6
abnormal_infrastructure,low,6,2025-08-06 03:08:51.036966,1.94,508.9
power_overload,medium,79,2025-08-06 03:55:38.036966,4.03,1910.76
power_outage,critical,3106,2025-08-06 04:00:01.036966,70.95,127899.26
water_shortage,medium,60,2025-08-06 04:14:09.036966,4.26,1551.65
tank_overflow,high,491,2025-08-06 04:59:30.036966,4.55,3359.33
power_outage,critical,3007,2025-08-06 05:30:09.036966,57.37,103448.08
abnormal_infrastructure,low,12,2025-08-06 05:39:35.036966,1.92,524.51
power_overload,medium,58,2025-08-06 05:44:03.036966,6.28,2830.45
tank_overflow,low,13,2025-08-06 06:30:01.036966,1.21,356.77
power_outage,low,27,2025-08-06 06:48:31.036966,2.24,709.79
water_pressure_drop,high,446,2025-08-06 07:35:10.036966,8.77,5005.37
power_overload,low,26,2025-08-06 08:09:47.036966,1.44,456.98
abnormal_infrastructure,medium,119,2025-08-06 08:19:40.036966,2.94,1076.29
power_outage,high,609,2025-08-06 11:33:09.036966,14.94,13883.49
power_outage,low,19,2025-08-06 12:10:15.036966,2.75,759.7
power_overload,critical,1642,2025-08-06 12:16:19.036966,82.21,138261.55
water_shortage,medium,94,2025-08-06 12:48:06.036966,3.9,1533.35
water_shortage,medium,75,2025-08-06 15:14:29.036966,3.52,1437.59
water_pressure_drop,medium,85,2025-08-06 17:38:38.036966,2.16,707.43
power_outage,high,676,2025-08-06 18:09:27.036966,18.78,17035.51
water_shortage,critical,2386,2025-08-06 19:00:48.036966,127.92,169033.74
tank_overflow,critical,1816,2025-08-06 19:25:59.036966,24.63,35566.11
water_pressure_drop,low,18,2025-08-06 19:30:49.036966,1.94,392.85
water_shortage,high,198,2025-08-06 20:14:31.036966,17.28,11865.59
water_pressure_drop,medium,40,2025-08-06 21:27:14.036966,2.18,742.19
tank_overflow,medium,52,2025-08-06 22:03:32.036966,5.95,2297.94
tank_overflow,high,425,2025-08-06 22:18:42.036966,3.54,2724.08
abnormal_infrastructure,critical,1746,2025-08-06 22:36:32.036966,81.57,98055.83
tank_overflow,critical,1872,2025-08-06 22:58:14.036966,42.63,61801.35
water_shortage,critical,3193,2025-08-06 23:06:40.036966,59.19,78259.7
tank_overflow,critical,2043,2025-08-06 23:15:25.036966,43.31,62562.21
power_overload,critical,2203,2025-08-06 23:53:55.036966,94.12,158439.32
power_outage,high,231,2025-08-07 00:31:10.036966,22.17,20173.74
water_pressure_drop,high,454,2025-08-07 00:42:48.036966,19.86,10881.73
tank_overflow,low,20,2025-08-07 01:12:26.036966,1.43,447.76
power_outage,critical,3697,2025-08-07 02:02:53.036966,49.9,90122.28
water_shortage,medium,111,2025-08-07 02:32:53.036966,4.76,1808.28
power_outage,medium,78,2025-08-07 02:42:34.036966,7.94,3662.52
water_pressure_drop,high,190,2025-08-07 04:54:48.036966,4.94,2840.73
power_overload,high,327,2025-08-07 06:30:42.036966,19.7,16975.87
water_shortage,low,24,2025-08-07 07:49:24.036966,2.6,818.86
abnormal_infrastructure,medium,79,2025-08-07 09:31:14.036966,4.28,1508.39
water_pressure_drop,medium,110,2025-08-07 10:09:34.036966,5.99,1855.34
water_pressure_drop,high,348,2025-08-07 10:48:21.036966,3.91,2219.57
water_shortage,low,33,2025-08-07 11:37:49.036966,1.18,330.26
tank_overflow,high,123,2025-08-07 12:05:59.036966,22.27,16412.17
water_shortage,critical,1353,2025-08-07 12:13:48.036966,59.86,79181.37
abnormal_infrastructure,critical,2188,2025-08-07 12:40:17.036966,36.74,44299.45
tank_overflow,critical,1403,2025-08-07 13:49:25.036966,18.92,27383.73
water_pressure_drop,low,17,2025-08-07 13:52:09.036966,0.82,231.68
power_outage,low,40,2025-08-07 15:33:28.036966,2.76,754.84
water_pressure_drop,medium,50,2025-08-07 15:48:14.036966,6.4,2338.31
tank_overflow,critical,504,2025-08-07 15:55:45.036966,36.16,52149.56
power_overload,low,22,2025-08-07 16:44:38.036966,3.14,803.16
